mean sst,stdev sst,n,satellite date,requested lon min,requested lon max,requested lat min,requested lat max,requested date,median sst,mad sst
29.049806065029568,0.38703971465361786,36,2010-12-23,45.79,45.99,-10.776,-10.975999999999999,14969,29.078493118286133,0.4311670846939087
29.075863711039226,0.17545772439580942,30,2010-12-23,45.586,45.786,-10.717,-10.917,14969,29.06486701965332,0.18341903915405272
29.033287048339844,0.16690282257821604,30,2010-12-23,45.378,45.578,-10.704,-10.904,14969,29.02075958251953,0.1499233325958252
29.71557304594252,0.1965353297972514,36,2010-12-29 12:00:00,45.193,45.393,-10.659,-10.859,14970,29.732208251953125,0.12972269268035888
29.724258740743,0.18721853579095568,36,2010-12-29 12:00:00,45.03,45.230000000000004,-10.604000000000001,-10.804,14970,29.685590744018555,0.11430392189025879
29.695989926656086,0.22693163322613688,36,2010-12-29 12:00:00,44.855,45.055,-10.552,-10.751999999999999,14970,29.668378829956055,0.15045779342651366
29.733542442321777,0.19314222468559375,36,2010-12-29 12:00:00,44.699,44.899,-10.474,-10.674,14970,29.742965698242187,0.17119148025512695
29.7021058400472,0.19676456602889736,36,2010-12-29 12:00:00,44.533,44.733000000000004,-10.436,-10.636,14971,29.722167015075684,0.2211663957595825
29.565366363525392,0.16104203221314076,30,2010-12-29 12:00:00,44.363,44.563,-10.382,-10.581999999999999,14971,29.57621955871582,0.1462033155441284
29.526455296410454,0.14744305092347387,36,2010-12-29 12:00:00,44.184,44.384,-10.366,-10.565999999999999,14971,29.535341262817383,0.12972410659790037
29.485476122962105,0.329435346500057,36,2010-12-29 12:00:00,44.034,44.234,-10.328000000000001,-10.528,14971,29.514901161193848,0.27486274223327634
29.85243180592855,0.34120916808105284,30,2010-12-29 12:00:00,43.870999999999995,44.071,-10.298,-10.498,14972,29.940549850463867,0.3461029775619507
30.045577579074436,0.282841550398607,36,2010-12-29 12:00:00,43.717,43.917,-10.249,-10.449,14972,30.05852508544922,0.14939311351776122
29.856420199076336,0.26343184091460686,36,2010-12-29 12:00:00,43.57,43.77,-10.202,-10.402,14972,29.938398361206055,0.2403065975189209
29.840761608547634,0.17194070741506326,36,2010-12-29 12:00:00,43.407,43.607,-10.138,-10.338,14972,29.844088554382324,0.161620672416687
29.592284711201987,0.39217855984220656,30,2010-12-29 12:00:00,43.243,43.443000000000005,-10.087,-10.286999999999999,14973,29.606342315673828,0.2652919343948364
29.314794355823146,0.41310170910998356,31,2010-12-29 12:00:00,43.073,43.273,-10.054,-10.254,14973,29.449277877807617,0.25306578941345215
29.34071902224892,0.30632036000862056,19,2010-12-29 12:00:00,42.888,43.088,-10.002,-10.202,14973,29.369670867919922,0.3413196945190429
29.282891409737722,0.5038238958394018,28,2010-12-29 12:00:00,42.728,42.928000000000004,-9.978,-10.177999999999999,14973,29.191450119018555,0.3083570348739624
29.219539960225422,0.4965695571250703,30,2010-12-29 12:00:00,42.571999999999996,42.772,-9.943,-10.142999999999999,14974,29.071680068969727,0.40352075500488277
29.21325707435608,0.2971143061479734,32,2010-12-29 12:00:00,42.41,42.61,-9.894,-10.094,14974,29.20149040222168,0.2966611089706421
29.052080753871373,0.287523821238045,35,2010-12-29 12:00:00,42.285,42.485,-9.865,-10.065,14974,28.984542846679688,0.2328609077453613
28.981892850663925,0.19812066191641328,36,2010-12-29 12:00:00,42.183,42.383,-9.811,-10.011,14974,28.9289608001709,0.18448230514526368
28.97952201631334,0.24740932534145438,36,2010-12-29 12:00:00,42.052,42.252,-9.764000000000001,-9.964,14975,28.90385913848877,0.19139353408813475
28.803692287868923,0.2623452967794117,36,2010-12-29 12:00:00,41.943,42.143,-9.708,-9.908,14975,28.816720962524414,0.2450898805618286
28.959859318203396,0.3698409880212722,36,2010-12-29 12:00:00,41.815,42.015,-9.662,-9.862,14975,28.958005905151367,0.3290921356201172
29.295681105719673,0.3950970593581983,36,2010-12-29 12:00:00,41.707,41.907000000000004,-9.6,-9.799999999999999,14975,29.29006290435791,0.4901811750411987
30.897593445248074,0.6152848714308928,36,2011-01-05,41.562999999999995,41.763,-9.566,-9.766,14976,31.07585334777832,0.5130399799346923
31.313505045572917,0.48404890022974467,30,2011-01-05,41.449,41.649,-9.546000000000001,-9.746,14976,31.421894073486328,0.48061036720275874
31.300499788920085,0.5492210269711201,30,2011-01-05,41.336999999999996,41.537,-9.565,-9.764999999999999,14976,31.35196876525879,0.6103344738006592
30.864543120066326,0.6006467592107868,36,2011-01-05,41.24,41.440000000000005,-9.579,-9.779,14976,30.944250106811523,0.443396057510376
30.846613460116917,0.4205774011835081,36,2011-01-05,41.178,41.378,-9.596,-9.796,14977,30.869304656982422,0.323244172668457
30.71931404903017,0.3874188144983409,29,2011-01-05,41.132,41.332,-9.603,-9.802999999999999,14977,30.71654510498047,0.4189381118774414
30.785147966657366,0.43512482044705464,35,2011-01-05,41.104,41.304,-9.616,-9.815999999999999,14977,30.75885772705078,0.49018258895874023
30.750746365251214,0.4671781154836988,29,2011-01-05,41.085,41.285000000000004,-9.602,-9.802,14977,30.70722198486328,0.5125111747741699
30.78029908805058,0.5548933410125321,29,2011-01-05,41.05,41.25,-9.58,-9.78,14978,30.682117462158203,0.83468642578125
30.61171199253627,0.7737043374557974,35,2011-01-05,41.025999999999996,41.226,-9.541,-9.741,14978,30.67709732055664,0.8527676033020019
30.410348219030045,0.8377593556254407,34,2011-01-05,40.98,41.18,-9.497,-9.697,14978,30.484176635742188,0.9676017442703246
30.361742155892507,0.7622366283356065,28,2011-01-05,40.928,41.128,-9.466000000000001,-9.666,14978,30.39883041381836,0.8006633279800415
30.367896143595377,0.7862826354283703,30,2011-01-05,40.869,41.069,-9.421000000000001,-9.621,14979,30.609682083129883,0.8580839332580565
30.335885747273764,0.8452698110428141,30,2011-01-05,40.795,40.995000000000005,-9.389000000000001,-9.589,14979,30.609682083129883,0.7607922672271729
30.070681539075128,0.8130574185648776,29,2011-01-05,40.751999999999995,40.952,-9.367,-9.567,14979,30.29985809326172,1.1026407669067382
29.80707130432129,0.7306390970668369,35,2011-01-05,40.705999999999996,40.906,-9.362,-9.562,14979,29.59343147277832,0.6932692211151122
29.670007051740374,0.6803871050181161,35,2011-01-05,40.666,40.866,-9.358,-9.558,14980,29.452146530151367,0.44871238746643066
29.555923461914063,0.5810469493367804,30,2011-01-05,40.632999999999996,40.833,-9.344000000000001,-9.544,14980,29.43672752380371,0.3774707382202148
29.521733707851833,0.538146332605688,36,2011-01-05,40.61,40.81,-9.347,-9.546999999999999,14980,29.423460006713867,0.2397735506057739
29.521733707851833,0.538146332605688,36,2011-01-05,40.61,40.81,-9.347,-9.546999999999999,14980,29.423460006713867,0.2397735506057739
29.45774101257324,0.4177184841114462,25,2011-01-05,40.589,40.789,-9.335,-9.535,14981,29.41700553894043,0.1616192584991455
29.511513974931503,0.3894498364273488,36,2011-01-05,40.576,40.776,-9.318,-9.517999999999999,14981,29.447843551635742,0.22701435871124268
29.511513974931503,0.3894498364273488,36,2011-01-05,40.576,40.776,-9.318,-9.517999999999999,14981,29.447843551635742,0.22701435871124268
29.511513974931503,0.3894498364273488,36,2011-01-05,40.576,40.776,-9.318,-9.517999999999999,14981,29.447843551635742,0.22701435871124268
29.511513974931503,0.3894498364273488,36,2011-01-05,40.576,40.776,-9.318,-9.517999999999999,14981,29.447843551635742,0.22701435871124268
29.465199813842773,0.3235588443204522,25,2011-01-05,40.548,40.748000000000005,-9.3,-9.5,14982,29.452146530151367,0.18607720413208007
29.530459615919327,0.3370642994084921,36,2011-01-05,40.536,40.736000000000004,-9.291,-9.491,14982,29.481910705566406,0.30197743892669676
29.465199813842773,0.3235588443204522,25,2011-01-05,40.546,40.746,-9.293000000000001,-9.493,14982,29.452146530151367,0.18607720413208007
29.530459615919327,0.3370642994084921,36,2011-01-05,40.532,40.732,-9.283,-9.482999999999999,14983,29.481910705566406,0.30197743892669676
29.530459615919327,0.3370642994084921,36,2011-01-05,40.532,40.732,-9.283,-9.482999999999999,14983,29.481910705566406,0.30197743892669676
